,userName,content,score,at
1814,Christian Kevin,"POOR UI & UX.. every single page is just full of color and image, leavet users with no clarity on module that gojek has (no guidance from.the app as well). No one review the UI n UX prior the launching? Bring the old UI back. Sucks.",1,7/31/2020 11:47
1815,11 - Daniel Manatap Lumban Tobing,"the application is very good and helpful, but what I don't like about gojek is when we want to give Gopay to friends or buy food that is near us directly,we need gopay plus for that,Yes I know gopay plus for personal security and application security but I'm still 14 years old and I have to have an ID card to get gopay plus, and I have to be 18 years old to get it.I have a solution to add KIA ""Kartu Identitas Pelajar"" (For Indonesian).I only have a problem with gopay plus.I hope you guys fix it!",2,5/5/2022 9:37
1816,Heri Hermawan,"Unable to contact CS through app really sucks! Not a single information at all regarding how to contact CS or the phone number. Googled it then called, wasted all my money just to listen to their long instructions which led to nothing! Cant even get to talk with real person in swift !",3,11/14/2022 13:58
1817,RYue,"Keep showing ""you seems to be offline"" when I want to log in to book for a Gojek even when I am connected to internet/wifi and no issue browsing the net. The issue went away after I reinstall the app.",3,6/9/2021 13:55
1818,Huuriyah Rona Puspita,"Worse aplication, after I upgraded the version I can't use the app, also can't open the feature. Just loading the logo. So badddddddddd",1,10/12/2020 10:39
1819,Viani Hafiza,"Gojek app is very intuitive to use...also the content inside the app was original (for example rating for gofood merchant). In some other app, the rating seems too good to be true and manipulated. I always love experience with Gojek.",5,8/11/2022 7:20
1820,A Google user,App is really bad at its times... shows the driver is 10 minutes away but the drivers get there 30 minutes later... so always order atleast 30 minutes before you need to leave... once we waited for 30 minutes and the driver cancelled the trip when he was 10 mi utes out.. so had to re-order and wait another 30...,1,2/8/2020 5:53
1821,Ang Yvonne,Interface for selecting common pick up and drop off options should be easier to use to encourage higher usage. Frequency of drivers have improved greatly. Thankyou.,4,11/19/2021 10:13
1822,jeremy florian,Joke app. Drivers all don't end trip and drive further away because they don't want to cancel the trip. So many times it happened. Better use grab or normal taxi eventhough more abit more expensive.,1,10/13/2023 10:56
1823,Eka Bastian,The best and the most usefull app.,5,12/6/2023 7:52
1824,aziza nurhayatun,"I am a loyality user of Gojek, but now The apps almost error and always slow, i think gojek need to improve UI",3,10/1/2023 6:43
1826,taufiq abdoellah,Most like to many variant of promo.. quite better than the competitor..,5,9/16/2023 7:17
1827,satriya negara,Very difficult to find customer help (contact center),1,10/25/2023 1:10
1828,Selina Ang,"While I like Gojek for your GPS accuracy and availability and accuracy of location choice, but your drivers kept cancelling trips. I booked a car for my son every Thursday for the last 3 weeks and we are sure to have at least 1 cancellation each time. If we're lucky, we get 2 cancellations.",2,7/15/2021 13:47
1829,Ramesh T,"I have never received any vouchers and promo code and also not received vaccination free vouchers, also submitted multiple tickets but no luck, they simply replies that promo is added but I never received, customer care team is not ready to fix the actual issue. Followed all the instructions given by CC team but nothing works, I just wasted my time to follow up with them.",1,7/28/2021 17:21
1830,Mustafa Bahar,Seriously one of your driver never go to the pickup point and want me to go so far away to aboard his vehicle plus I get extra charge due to late aboard and cancel on me when I already reach this is really ridiculous. Thank you gojek for your experience I feel this will be my last using your app.,1,6/29/2022 9:58
1831,Lusiana.,"My internet is fine, why is it always when I want to pay for food or place an order there is always a complaint that my internet is bad? Fix it or maybe I won't use it anymore. The price of the service is also much more expensive now. Very detrimental to students.",2,8/22/2023 11:50
1832,Ridha Rosa,This app is helpful but the customer service staff isn't. It's too hard to have a chat or to call the customer service for help. And once i got to call them. He replied with no respect and gojek had no solutions of the problem. I don't think i get the point why i should keep using this app. Sorry. And one more thing. Could i please rate the customer service staff? Frankly speaking he was really annoying.,1,4/4/2022 9:43
1833,William Key,"They used to price fair, now they charge as much as much as Grab. I didn't mind waiting the extra 5 minutes because their price was good but now they charge the same price but still with the same bad service and wait times. Use Grab, so much faster and now the same price",1,3/22/2021 10:11
1834,Lauw Nurjadi,"Very helpful ini daily lives activities, bills payments, food ordering, etc.",5,11/18/2023 11:55
1835,A Google user,"By the Gods, for crying out loud, my account EVEN freezes after reporting few unmoving drivers that doesn't even move from their main location, like at ALL. I'm unable to go home from school for 1 hour and a half due to such delay! I'm leaving the ratings at 2 stars until you Devs fix this.",2,1/24/2020 5:37
1836,Yehuda M,"To be honest, this new UI is giving me headaches. It's really confusing and hard to find other services. I prefer the previous update's UI because it's much easier for me and other people as well.",2,11/14/2020 6:17
1837,Ike Yanita,"Why lately gojek is so unstable, always loading and loading, never ending, I can't even rate my order, I want to tip the driver and can't even do that. And sorry to say, because of your unstable app, I quite often switch and make order in other app, and is possible for me to make a permanent move and uninstall gojek completely. Please fix your problem.",2,9/2/2021 7:14
